,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
393,1.376088,-0.925533,-2.030563,0.590044,0.798942,-0.116361,0.212956,-0.32396,-0.212142,0.359586,0.414102,0.554334
394,1.374576,-0.925726,-2.045167,0.589717,0.799057,-0.117223,0.311022,1.15942,0.10604,0.899785,0.264831,0.612126
395,1.362056,-0.898975,-2.069956,0.608901,0.78269,-0.128981,2.105915,0.233888,1.962447,1.209199,-0.597967,0.261488
396,1.334119,-0.848675,-2.137243,0.642551,0.750406,-0.154982,1.680652,1.70224,1.432029,0.801129,-0.471933,-0.215684
397,1.401266,-0.849014,-2.096615,0.651251,0.750629,-0.111477,-2.617949,1.542415,-0.158464,0.563455,-0.140354,-0.078877
398,1.468531,-0.859135,-2.020007,0.649681,0.757278,-0.066672,-1.969667,-0.221744,-0.171971,0.779976,-0.110931,0.338218
399,1.4758,-0.873395,-1.983506,0.639332,0.766514,-0.060918,-1.288179,-1.141996,-0.798419,0.790325,-0.120167,0.332463
400,1.509357,-0.890449,-1.917536,0.627876,0.777354,-0.038625,-2.544195,-0.717843,-0.552431,0.388573,-0.001353,-0.039134
401,1.555257,-0.903381,-1.843015,0.618883,0.785424,-0.009618,-2.089863,-0.548853,-0.582589,0.055509,-0.057564,0.155629
402,1.591966,-0.916566,-1.785797,0.608413,0.793516,0.012882,-1.642481,-0.365584,-0.714295,0.001863,-0.059187,0.127209
403,1.629911,-0.930704,-1.730264,0.596226,0.802041,0.035287,-1.650263,-0.296981,-0.813782,-0.011296,-0.065606,0.085319
404,1.672148,-0.944891,-1.675196,0.582825,0.810433,0.059274,-1.492857,0.051946,-0.829153,0.145386,-0.005715,-0.030831
405,1.715446,-0.957533,-1.624874,0.569528,0.817774,0.082961,-1.313586,0.082123,-0.805506,0.211676,-0.06872,-0.182632
406,1.756329,-0.970158,-1.576043,0.55547,0.824975,0.104257,-1.254755,0.044919,-0.876619,0.263607,-0.235803,-0.285241
407,1.799617,-0.981876,-1.524805,0.540985,0.831541,0.125995,-1.316897,0.017315,-0.846039,0.239669,-0.313886,-0.276447
408,1.843254,-0.989805,-1.471499,0.528607,0.835919,0.147696,-1.313703,-0.060046,-0.683548,0.195392,-0.39816,-0.144247
409,1.882778,-0.994267,-1.422858,0.518804,0.838359,0.167321,-1.134074,-0.078249,-0.54981,0.210307,-0.461849,-0.086068
410,1.913105,-0.997031,-1.380715,0.511306,0.839863,0.182197,-1.005657,-0.392185,-0.474803,0.246064,-0.509877,-0.224647
411,1.932867,-0.99866,-1.34162,0.506326,0.840746,0.191781,-0.932029,-0.812368,-0.422476,0.264579,-0.523592,-0.301064
412,1.938031,-0.998774,-1.310231,0.50524,0.840808,0.194358,-0.678628,-1.208187,-0.225782,0.27688,-0.511905,-0.361412
413,1.923099,-0.997902,-1.29353,0.508773,0.840336,0.187046,-0.281043,-1.58633,-0.045196,0.393006,-0.233432,-0.168537
414,1.884036,-0.995588,-1.296631,0.517539,0.839079,0.167632,0.273973,-1.970744,0.234775,0.434808,-0.150541,-0.140838
415,1.815181,-0.991565,-1.325964,0.531116,0.836884,0.132444,0.960242,-2.350285,0.514563,0.546749,-0.01416,-0.032224
416,1.725232,-0.983685,-1.374367,0.547366,0.832544,0.085212,1.355379,-2.526158,0.730125,0.525312,0.03443,-0.0353
417,1.628291,-0.969965,-1.427883,0.564394,0.824866,0.032485,1.372178,-2.690805,0.863981,0.504438,0.054681,-0.015106
418,1.544013,-0.955945,-1.463934,0.57663,0.816859,-0.015448,0.773532,-2.731384,0.608819,0.441406,0.136494,0.242224
419,1.48027,-0.944866,-1.477285,0.583452,0.810419,-0.052962,0.23572,-2.623613,0.498102,0.378187,0.098349,0.368804
420,1.427955,-0.93564,-1.469367,0.58726,0.804979,-0.08446,-0.392263,-2.97522,0.526213,0.463551,-0.038866,0.399188
421,1.393722,-0.922499,-1.4487,0.594388,0.797113,-0.106365,-0.496061,-2.17854,0.918641,0.647585,-0.198907,0.275967
422,1.376626,-0.899425,-1.429268,0.61037,0.78297,-0.120028,-0.363936,-1.487484,1.413265,0.619626,-0.1683,0.022143
423,1.359008,-0.872796,-1.395384,0.628327,0.766129,-0.135098,-1.087281,-2.763884,1.557263,0.359268,-0.087952,-0.109088
424,1.331456,-0.848839,-1.339074,0.642017,0.750514,-0.156664,-1.712668,-3.786375,1.523226,0.23074,-0.08459,0.060655
425,1.305942,-0.827662,-1.273647,0.653007,0.736351,-0.177112,-1.855053,-3.668654,1.511398,0.105401,-0.086037,0.257892
426,1.290244,-0.807573,-1.205715,0.664228,0.722611,-0.191399,-1.81483,-3.209882,1.566637,-0.011869,-0.124757,0.40197
427,1.276779,-0.787124,-1.14431,0.675594,0.708326,-0.204565,-1.742025,-2.670073,1.574999,-0.10902,-0.159025,0.472174
428,1.268279,-0.769501,-1.083832,0.685641,0.695777,-0.213987,-1.849397,-2.515621,1.405272,-0.180941,-0.164604,0.460508
429,1.260458,-0.757063,-1.021834,0.692134,0.68679,-0.221968,-2.016094,-2.56313,1.176638,-0.28976,-0.131797,0.347701
430,1.253287,-0.750825,-0.958283,0.694581,0.682242,-0.228259,-2.138221,-2.456209,0.918206,-0.36342,-0.107383,0.31177
431,1.253256,-0.749591,-0.896082,0.695374,0.681339,-0.228543,-2.150551,-1.874642,0.681298,-0.392457,-0.104496,0.267132
432,1.266076,-0.753545,-0.834459,0.695671,0.684228,-0.218799,-2.241327,-1.232936,0.391421,-0.399696,-0.102731,0.148502
433,1.29005,-0.762476,-0.772261,0.694817,0.690714,-0.200359,-2.312824,-0.783163,0.130768,-0.324974,-0.04867,-0.048466
434,1.322724,-0.774867,-0.710392,0.692641,0.699621,-0.175438,-2.286309,-0.333857,-0.098222,-0.260268,-0.053229,-0.154304
435,1.365989,-0.790315,-0.650467,0.688916,0.710575,-0.143102,-2.237475,0.26585,-0.395615,-0.184918,-0.037052,-0.232814
436,1.41828,-0.809663,-0.589418,0.681736,0.724055,-0.10479,-2.252641,0.443728,-0.642709,0.158352,-0.036784,-0.480629
437,1.463787,-0.827152,-0.533507,0.673102,0.736006,-0.072305,-1.795976,0.040273,-0.577045,0.460092,-0.140791,-0.48606
438,1.483511,-0.837211,-0.494359,0.666988,0.742778,-0.058366,-1.101449,-0.770095,-0.190868,0.659382,-0.069607,-0.492568
439,1.475046,-0.832642,-0.470564,0.669841,0.739712,-0.064334,-0.591269,-1.612294,0.589304,0.40276,0.020633,-0.506985
440,1.456135,-0.814647,-0.454599,0.68162,0.727484,-0.0785,-0.394796,-1.276381,1.129698,0.084005,-0.223913,-0.398642
441,1.445347,-0.792353,-0.444782,0.696654,0.712008,-0.087856,-0.049606,-0.749957,1.052386,-0.041426,-0.166094,-0.141956
442,1.437328,-0.779344,-0.443732,0.705048,0.702813,-0.094664,-0.112271,-0.230142,0.318482,0.371474,0.507011,0.019332
443,1.440957,-0.782543,-0.431859,0.703154,0.705085,-0.091814,-0.424371,-0.29026,-0.093818,0.260424,0.521111,0.439928
444,1.444302,-0.776163,-0.428734,0.707906,0.700546,-0.090027,-0.004094,0.282215,0.501247,-0.036717,0.177124,0.636154
445,1.458474,-0.764369,-0.426455,0.717271,0.692082,-0.080906,0.010033,0.953793,0.641491,-0.27324,0.06628,0.191822
446,1.486964,-0.757137,-0.41939,0.724253,0.686843,-0.060859,-0.415543,1.166185,0.111612,-0.378916,-0.004623,-0.073251
447,1.522008,-0.766719,-0.39604,0.719334,0.693776,-0.035123,-1.166935,0.781039,-0.688968,-0.427845,0.027537,0.192029
448,1.560936,-0.782816,-0.352582,0.708896,0.705278,-0.006991,-1.745352,0.231399,-0.73076,-0.159,0.12277,0.350924
449,1.601834,-0.7953,-0.300688,0.699733,0.714074,0.021725,-1.821837,0.249045,-0.548651,0.262669,0.015785,0.121769
450,1.636482,-0.799965,-0.257558,0.69523,0.717331,0.045733,-1.23004,0.073974,-0.171483,0.453086,-0.114533,0.022108
451,1.658045,-0.798716,-0.232606,0.694974,0.716461,0.06079,-0.754162,0.346101,0.094275,0.428134,-0.173248,-0.068694
452,1.690027,-0.793114,-0.204416,0.696649,0.712541,0.083458,-1.265302,0.679772,0.210986,0.145774,-0.149034,-0.148949
453,1.731901,-0.786016,-0.160358,0.697519,0.707543,0.113356,-1.668247,0.361159,0.051551,0.035071,-0.097558,-0.11769
454,1.763622,-0.782169,-0.113678,0.696239,0.70482,0.135942,-1.709811,-0.350372,-0.196723,-0.073498,-0.015504,-0.061891
455,1.788938,-0.780005,-0.062953,0.694062,0.703283,0.153852,-1.827693,-0.568997,-0.299816,-0.076478,-8.20E-05,-0.115796
456,1.814774,-0.778297,-0.010835,0.691021,0.702067,0.172021,-1.782319,-0.496502,-0.353003,-0.071926,-0.004634,-0.082726
457,1.840384,-0.776581,0.037774,0.687549,0.700845,0.18998,-1.648439,-0.390403,-0.361818,-0.070026,0.009055,-0.063393
458,1.864888,-0.775135,0.0815,0.683658,0.699812,0.207063,-1.41191,-0.22398,-0.360379,-0.09827,-0.039839,-0.000306
459,1.888703,-0.774548,0.11663,0.678923,0.699393,0.223412,-1.092719,0.068871,-0.345706,-0.088027,-0.063498,-0.014442
460,1.91256,-0.774808,0.145582,0.673229,0.699579,0.239482,-0.930894,0.220679,-0.354384,-0.069713,-0.086313,-0.050975
461,1.933329,-0.774216,0.170733,0.668497,0.699156,0.253559,-0.909271,0.253751,-0.385254,0.108511,-0.128767,-0.200749
462,1.956358,-0.774188,0.197837,0.6625,0.699136,0.268893,-0.892853,0.169293,-0.324142,0.156272,-0.12626,-0.22983
463,1.976088,-0.773179,0.222979,0.657714,0.698414,0.282189,-0.823107,0.055988,-0.288258,0.229234,-0.113285,-0.267006
464,1.98933,-0.771232,0.245133,0.655161,0.697019,0.291425,-0.720304,-0.232403,-0.18569,0.380545,-0.175458,-0.379056
465,1.991564,-0.768978,0.261845,0.65594,0.695401,0.293529,-0.504687,-0.611618,-0.112127,0.382054,-0.192975,-0.369625
466,1.982122,-0.766507,0.270894,0.660255,0.693623,0.288009,-0.265503,-0.87518,0.056503,0.392906,-0.219121,-0.32254
467,1.962739,-0.762351,0.274566,0.668372,0.690623,0.276257,-0.172911,-1.279728,0.178377,0.188424,-0.280818,-0.37817
468,1.927607,-0.756455,0.27325,0.681466,0.686348,0.254028,0.041621,-1.991893,0.398705,0.159796,-0.256096,-0.349151
469,1.870639,-0.744904,0.260926,0.702353,0.677901,0.217142,0.351293,-2.636208,0.88453,0.23855,0.035127,-0.009775
470,1.796118,-0.727313,0.232448,0.728082,0.664865,0.166887,1.154458,-2.824634,1.221531,0.300208,0.192404,0.179289
471,1.704425,-0.708394,0.179959,0.752637,0.650615,0.101177,2.061167,-2.811999,1.271645,0.338,0.220189,0.004108
472,1.615509,-0.688576,0.125197,0.77138,0.635439,0.034514,1.822642,-2.634744,1.107382,0.16905,0.384734,-0.033354
473,1.538901,-0.669844,0.094523,0.78352,0.620864,-0.024999,0.752764,-3.085901,0.839841,0.068012,0.540208,0.108739
474,1.469094,-0.656208,0.097855,0.788217,0.610117,-0.080441,-0.582412,-3.857085,0.6467,0.053808,0.620047,0.279095
475,1.409221,-0.641002,0.122985,0.791058,0.597999,-0.128939,-0.746407,-3.287544,1.150094,0.282123,0.188424,0.593005
476,1.368113,-0.608756,0.129532,0.803567,0.571848,-0.165138,0.355855,-1.758401,1.939909,0.314628,0.041525,0.229835
477,1.337375,-0.564897,0.14094,0.821737,0.535329,-0.195372,-0.321791,-2.152689,2.294603,0.171945,0.119456,0.001326
478,1.294993,-0.52893,0.168353,0.830719,0.50461,-0.235106,-0.774107,-3.053774,1.853559,0.048996,0.165312,0.081298
479,1.254982,-0.501955,0.195255,0.833288,0.48114,-0.272278,-0.730031,-2.346375,1.535699,-0.15473,0.238357,0.148239
480,1.230821,-0.480997,0.224386,0.835792,0.462663,-0.295627,-0.981315,-1.706658,1.34939,-0.24993,0.289229,0.172885
481,1.214578,-0.465617,0.258736,0.83745,0.448974,-0.311608,-1.29996,-1.562108,1.174995,-0.397493,0.249787,0.236977
482,1.20116,-0.456124,0.296111,0.83713,0.440472,-0.324342,-1.418015,-1.463865,0.951854,-0.382098,0.122593,0.309007
483,1.189084,-0.451333,0.331249,0.835101,0.436166,-0.335209,-1.348938,-1.294803,0.705361,-0.440433,0.009192,0.34
484,1.181895,-0.451709,0.362623,0.832518,0.436504,-0.341142,-1.30285,-0.84948,0.389987,-0.574569,-0.052837,0.327333
485,1.186345,-0.458807,0.391026,0.831135,0.442879,-0.336263,-1.344898,-0.150008,-0.002173,-0.680363,-0.075234,0.216253
486,1.205067,-0.474539,0.419256,0.830674,0.456929,-0.318114,-1.523307,0.571336,-0.417745,-0.652345,-0.15868,0.154982
487,1.238619,-0.497403,0.447601,0.830783,0.477145,-0.286586,-1.560461,1.205676,-0.776672,-0.605197,-0.248889,0.103115
488,1.281437,-0.524741,0.473488,0.829474,0.500989,-0.246947,-1.441774,1.686867,-1.067016,-0.521582,-0.249875,0.077925
489,1.331779,-0.556025,0.496028,0.825213,0.527815,-0.201084,-1.280758,2.091209,-1.356965,-0.424456,-0.249235,0.020115
490,1.385105,-0.590333,0.514699,0.816474,0.556638,-0.153379,-1.020461,2.077444,-1.602957,-0.265235,-0.162442,-0.0087
491,1.424316,-0.625923,0.52901,0.801744,0.585846,-0.118287,-0.808962,1.151116,-1.635544,0.06935,0.088379,-0.169708
492,1.440244,-0.651431,0.543436,0.78845,0.606325,-0.103523,-0.733114,-0.127648,-0.794821,0.328372,0.270292,-0.231453
493,1.435085,-0.658959,0.563767,0.78336,0.612294,-0.106968,-0.893508,-1.123994,-0.045841,0.452052,0.210185,-0.263851
494,1.433079,-0.657038,0.584391,0.784308,0.610774,-0.108701,-0.681544,-0.34648,0.337066,0.013284,-0.049632,-0.279544
495,1.44644,-0.648387,0.592483,0.790904,0.603902,-0.098864,-0.004174,0.766815,0.528378,-0.157466,-0.121037,-0.179029
496,1.461472,-0.637178,0.588672,0.79898,0.594929,-0.087698,0.259672,0.830909,0.521593,-0.29666,-0.044468,-0.031015
497,1.477533,-0.628367,0.588587,0.805472,0.587825,-0.075339,-0.121685,0.830638,0.387539,-0.296928,0.031911,-0.039407
498,1.504443,-0.622737,0.599441,0.810497,0.583261,-0.053859,-0.574145,1.1884,0.289916,-0.275234,0.085181,-0.093343
499,1.542401,-0.618619,0.617863,0.814352,0.579911,-0.02313,-0.697784,1.369198,0.2055,0.029887,0.162979,-0.132861
500,1.571673,-0.615164,0.62681,0.816678,0.577093,0.000716,-0.114615,1.022082,0.191858,0.234606,0.4891,0.049745
501,1.583709,-0.609055,0.619529,0.820121,0.572092,0.010591,0.435963,0.745645,0.379792,0.179162,0.771444,0.274611
502,1.591133,-0.598168,0.608703,0.826198,0.56313,0.016805,0.440226,0.536826,0.648213,-0.015391,0.826687,0.198253
503,1.590764,-0.588055,0.596617,0.831855,0.554744,0.016612,0.499664,0.239264,0.418274,-0.041954,0.454839,0.033254
504,1.588043,-0.581652,0.585232,0.835432,0.549405,0.01441,0.462415,0.151413,0.309168,0.001696,0.271899,0.078852
505,1.579192,-0.577295,0.573202,0.837912,0.54576,0.007035,0.477478,-0.224013,0.142043,0.051309,0.256563,-0.156052
506,1.57544,-0.577357,0.567244,0.837899,0.545811,0.003891,0.101211,0.133881,-0.054392,0.211372,0.184184,0.16542
507,1.584465,-0.578168,0.570652,0.837387,0.546491,0.011447,-0.252506,0.514216,-0.022099,0.235886,0.153903,0.336316
508,1.602378,-0.577338,0.576737,0.837501,0.545796,0.026458,-0.259001,0.805822,0.053326,0.184472,0.044994,0.213044
509,1.622976,-0.576331,0.586935,0.837327,0.544951,0.043731,-0.568755,0.673954,-0.001011,0.111434,0.008333,-0.072448
510,1.642121,-0.576494,0.606927,0.836247,0.545088,0.059747,-0.97895,0.232595,-0.09411,0.065059,-0.010222,-0.055001
511,1.656015,-0.578215,0.633005,0.834401,0.54653,0.071279,-1.106894,-0.119031,-0.228081,0.011119,-0.048132,-0.002325
512,1.667667,-0.581689,0.66107,0.831619,0.549436,0.080812,-1.19021,-0.223869,-0.31185,-0.161697,-0.092161,-0.044633
513,1.677932,-0.586871,0.690478,0.827903,0.553758,0.089039,-1.174222,-0.328977,-0.414153,-0.131782,-0.07126,-0.158833
514,1.687545,-0.592524,0.71809,0.823887,0.558457,0.096627,-1.05558,-0.250681,-0.383514,-0.083805,-0.06366,-0.157037
515,1.696653,-0.596379,0.740657,0.820831,0.56165,0.103856,-0.796366,-0.121113,-0.243001,0.012147,-0.027059,-0.185444
516,1.704168,-0.596464,0.754244,0.81998,0.561721,0.110016,-0.38384,0.061748,0.023497,-0.089068,-0.095473,-0.192749
517,1.706632,-0.592622,0.754303,0.821838,0.558538,0.112327,0.170095,0.141827,0.296436,-0.230636,-0.14092,-0.052268
518,1.701366,-0.584083,0.742161,0.827117,0.551435,0.108615,0.612867,-0.031363,0.598853,-0.317931,-0.106473,-0.093508
519,1.680584,-0.571978,0.718121,0.83577,0.541296,0.092128,1.085231,-0.624955,0.780238,-0.334076,-0.032278,-0.286326
520,1.641579,-0.559258,0.68973,0.845526,0.530558,0.059949,1.125272,-1.553592,0.674886,-0.26406,0.035238,-0.5612
521,1.587222,-0.550999,0.66506,0.851887,0.523538,0.013994,0.947687,-2.22279,0.347627,-0.109532,-0.03457,-0.23218
522,1.540685,-0.546438,0.644532,0.853994,0.519647,-0.025723,0.902916,-1.459113,0.151919,-0.042882,-0.085001,0.142406
523,1.503181,-0.541441,0.621005,0.855009,0.515372,-0.0579,1.051396,-1.282277,0.289462,-0.126737,-0.178702,0.283379
524,1.455666,-0.530122,0.604305,0.857034,0.505639,-0.099109,0.519909,-2.393989,0.640756,-0.118966,-0.166832,0.2699
525,1.389308,-0.511815,0.598983,0.857538,0.48976,-0.157365,0.436885,-3.680824,0.974042,-0.096491,-0.111403,0.199342
526,1.293072,-0.482879,0.581926,0.851725,0.464331,-0.24282,1.444086,-4.662921,1.410693,0.309774,0.329675,-0.16668
527,1.195606,-0.444077,0.565851,0.840192,0.429625,-0.330907,0.940805,-4.348979,1.658875,0.555087,0.783937,-0.026316
528,1.12112,-0.417805,0.580177,0.823121,0.405755,-0.397284,-0.571901,-3.697884,1.319531,0.36856,0.729728,0.475791
529,1.069695,-0.404991,0.602964,0.806105,0.394011,-0.441531,-0.502538,-2.685506,0.902111,-0.113677,0.352525,0.523745
530,1.034527,-0.395849,0.613628,0.793146,0.385592,-0.471422,-0.086662,-1.493212,0.479404,-0.283411,0.27194,0.213747
531,1.021171,-0.391607,0.619751,0.788167,0.381675,-0.482823,-0.214076,-0.378713,0.268783,-0.321187,0.324517,0.176029
532,1.030731,-0.395446,0.632702,0.791484,0.38522,-0.474509,-0.899163,0.550309,0.03848,-0.206508,0.260105,0.051902
533,1.060354,-0.410678,0.655432,0.799978,0.399231,-0.44794,-1.441531,1.452093,-0.164085,-0.365011,0.09465,0.039004
534,1.113664,-0.428578,0.684424,0.816166,0.415578,-0.401458,-1.657106,2.354203,-0.198793,-0.600117,-0.034154,-0.073075
535,1.180348,-0.446818,0.713672,0.833954,0.432098,-0.343238,-1.426103,2.813092,-0.337705,-0.673202,-0.211945,-0.115212
536,1.250187,-0.462054,0.731754,0.849526,0.445787,-0.282099,-0.787075,3.328282,-0.524045,-0.541329,-0.283983,-0.075918
537,1.33099,-0.482936,0.736498,0.860292,0.464381,-0.210351,-0.367797,4.257616,-1.256175,-0.285448,-0.120982,-0.054419
538,1.423149,-0.521619,0.738004,0.85758,0.498284,-0.127548,-0.548854,4.831874,-2.182188,-0.105475,0.095405,-0.189149
539,1.517067,-0.559515,0.748532,0.84629,0.530775,-0.045515,-0.706867,3.741421,-1.344408,0.45321,1.133287,-0.466082
540,1.54819,-0.56784,0.767371,0.842849,0.537813,-0.019057,-0.764832,-0.341158,-0.119672,0.268769,0.882414,-0.602342
541,1.540239,-0.56944,0.768477,0.84181,0.539161,-0.025732,0.409383,-0.108063,-0.022038,0.134966,-0.533362,-0.305293
542,1.545845,-0.563449,0.750703,0.845155,0.534105,-0.021092,0.857292,1.301976,0.484553,-0.297242,-0.505083,0.00095
543,1.579484,-0.55452,0.73542,0.850121,0.526535,0.007385,0.341195,2.314608,0.244641,-0.325616,-0.317963,0.259842
544,1.622801,-0.552529,0.742109,0.850049,0.524842,0.044246,-0.594951,1.627992,0.135364,-0.443524,0.609008,0.455754
545,1.652245,-0.548913,0.760474,0.850264,0.52176,0.069407,-0.829899,0.52241,0.029386,-0.401335,0.746154,0.21192
546,1.650719,-0.552115,0.775106,0.848699,0.52449,0.067975,-0.379243,-0.937107,-0.338405,-0.270147,0.573457,-0.314633
547,1.638107,-0.557314,0.77491,0.846757,0.528909,0.057082,0.268066,-0.102811,-0.146946,0.086929,0.27735,-0.272979
548,1.647777,-0.556925,0.757924,0.846371,0.528578,0.065283,0.887674,1.381793,0.212266,0.013798,0.023317,0.15481
549,1.66643,-0.548646,0.739046,0.849333,0.521532,0.081473,0.695889,1.352135,0.601934,-0.121428,-0.266741,0.346933
550,1.676115,-0.539257,0.719055,0.853336,0.513499,0.090206,0.898483,0.760568,0.511171,0.060635,-0.182169,0.130344
551,1.676997,-0.530401,0.695126,0.857745,0.505879,0.091437,0.942958,1.03905,0.627561,0.887754,0.51646,-0.233924
552,1.697226,-0.513911,0.684168,0.863878,0.491587,0.109805,0.023328,0.800578,0.854316,0.822417,0.201269,-0.061206
553,1.679188,-0.506387,0.681759,0.86937,0.485021,0.094604,0.122545,-1.568227,0.144472,0.172347,-0.192815,-0.147903
554,1.655372,-0.504849,0.686156,0.872119,0.483675,0.073936,-0.418113,-0.884224,0.056498,-0.123752,-0.112536,-0.074501
555,1.650711,-0.503248,0.693284,0.873225,0.482274,0.069933,-0.163217,-0.200108,0.049924,-0.195643,-0.06075,0.108992
556,1.650904,-0.501687,0.693306,0.873961,0.480906,0.070161,0.028739,0.071719,0.104328,-0.074354,-0.001246,-0.058595
557,1.648199,-0.497867,0.690419,0.875972,0.477553,0.067938,0.194242,-0.209683,0.269282,0.120182,0.051851,-0.316153
558,1.633049,-0.490259,0.684005,0.880502,0.470855,0.054884,0.258518,-0.901009,0.470375,0.10485,0.061189,-0.429716
559,1.598683,-0.478687,0.674619,0.887255,0.460614,0.024749,0.496399,-1.931557,0.636795,0.051298,0.003619,-0.440597
560,1.545529,-0.466235,0.659694,0.892982,0.449527,-0.022568,0.761393,-2.297942,0.656207,0.018365,0.029645,-0.178771
561,1.497662,-0.450003,0.638304,0.898039,0.434968,-0.065794,1.169464,-1.800333,0.803698,-0.233396,-0.085573,-0.037859
562,1.445795,-0.431631,0.610372,0.901198,0.418352,-0.113242,1.228224,-2.273455,0.787623,-0.448134,0.021665,0.071219
563,1.384916,-0.41312,0.597308,0.900096,0.401469,-0.169264,0.49208,-3.113951,0.891448,-0.390254,0.154043,0.182585
564,1.305006,-0.395097,0.589506,0.89055,0.384897,-0.242435,0.731903,-4.297461,0.946982,-0.13614,0.320852,0.106022
565,1.209288,-0.371414,0.577695,0.871587,0.362933,-0.329569,0.87609,-4.493998,0.953582,0.234996,0.432859,0.154994
566,1.133019,-0.357235,0.576161,0.848517,0.349685,-0.397163,-0.08674,-3.304705,0.34606,0.412408,0.516556,0.31295
567,1.08626,-0.357749,0.585546,0.828866,0.350166,-0.436308,-0.350347,-2.111953,0.131183,0.11962,0.23272,0.428709
568,1.055145,-0.355434,0.586202,0.815595,0.347997,-0.462281,0.155153,-1.26128,0.080195,0.0031,0.246104,0.321121
569,1.040969,-0.353937,0.585908,0.809408,0.346594,-0.474059,-0.065923,-0.344446,0.097772,-0.07691,0.303324,0.306883
570,1.050185,-0.356199,0.594903,0.813061,0.348714,-0.466188,-0.681952,0.698666,0.047267,-0.213238,0.334803,0.045869
571,1.080366,-0.371795,0.614957,0.82186,0.363288,-0.438825,-1.507388,1.318901,-0.363081,-0.338126,0.217828,-0.12546
572,1.122858,-0.394877,0.645504,0.831978,0.384694,-0.399778,-1.860736,1.709113,-0.403437,-0.418389,0.010447,-0.099794
573,1.178849,-0.418625,0.67839,0.844364,0.406505,-0.349004,-1.82304,2.397563,-0.506606,-0.459278,-0.099956,-0.070399
574,1.248448,-0.439551,0.708456,0.858333,0.425533,-0.286681,-1.478528,3.10683,-0.486948,-0.533336,-0.220562,-0.055864
575,1.32862,-0.457341,0.730386,0.871047,0.441564,-0.21517,-1.021219,3.74849,-0.707835,-0.454345,-0.18958,-0.10615
576,1.412064,-0.483779,0.742214,0.874115,0.465128,-0.139927,-0.681699,3.937018,-1.527167,-0.179977,0.036337,-0.207363
577,1.492347,-0.520985,0.749836,0.864662,0.497735,-0.067972,-0.458686,3.672083,-1.799803,0.045998,0.35308,-0.25408
578,1.5527,-0.54652,0.753987,0.854198,0.519717,-0.015459,-0.083388,2.207465,-0.828564,0.197132,0.535443,-0.246305
579,1.569701,-0.551095,0.750969,0.851951,0.523621,-0.000934,0.158709,0.401917,0.002245,0.323281,0.103836,-0.241117
580,1.578423,-0.548599,0.748791,0.853231,0.521492,0.006507,0.115509,0.68584,0.166085,0.178843,-0.113472,-0.11489
581,1.596802,-0.541382,0.743162,0.856708,0.51532,0.022285,0.291148,1.388102,0.484742,-0.17319,-0.04654,0.07969
582,1.624356,-0.535101,0.738303,0.858983,0.509928,0.046051,0.102224,1.327036,0.202559,-0.308645,0.261205,0.237091
583,1.641437,-0.531529,0.741182,0.859883,0.506852,0.060844,-0.336708,0.524253,0.207999,-0.467244,0.535369,0.112236
584,1.650216,-0.526619,0.757253,0.861786,0.502613,0.068587,-0.876379,-0.263837,0.089871,-0.259598,0.356685,-0.321028
585,1.649841,-0.526748,0.770465,0.861747,0.502725,0.068259,-0.11702,-0.258333,-0.08002,-0.01815,0.308097,-0.228644
586,1.643084,-0.528961,0.751885,0.861077,0.504637,0.062354,1.141145,0.370771,0.01342,0.218192,0.24457,-0.064765
587,1.646712,-0.524276,0.726926,0.863193,0.500587,0.065656,0.939443,1.07051,0.490746,0.20715,-0.106071,0.352923
588,1.664837,-0.513661,0.708173,0.867103,0.491369,0.081784,0.64823,1.421586,0.592948,0.049859,-0.115499,0.289233
589,1.681793,-0.504067,0.691438,0.870237,0.482991,0.096992,0.733961,1.191498,0.515861,0.180392,0.049709,0.094872
590,1.704454,-0.491525,0.685322,0.873751,0.471971,0.117484,-0.328308,1.086437,0.803405,0.435285,-0.017854,-0.085288
591,1.70638,-0.472852,0.693198,0.882103,0.455427,0.120337,-0.257348,-0.95053,0.781942,0.238808,-0.171202,-0.07508
592,1.674816,-0.460499,0.695315,0.890989,0.444395,0.093016,-0.308476,-1.633347,0.55386,-0.190473,-0.102186,-0.211592
593,1.652377,-0.45063,0.704471,0.897179,0.435533,0.073356,-0.382423,-1.180664,0.366893,-0.410424,0.03395,-0.105994
594,1.632327,-0.448958,0.70607,0.899195,0.434027,0.055398,0.002697,-0.934078,-0.093273,-0.295816,0.160013,-0.264321
595,1.618591,-0.453098,0.70085,0.898069,0.437753,0.042956,0.507219,-0.373929,-0.217585,-0.044782,0.038672,-0.161547
596,1.609218,-0.456029,0.682709,0.897146,0.440386,0.034487,0.932908,0.0839,0.005924,0.023112,-0.107485,-0.026003
597,1.599255,-0.452339,0.656876,0.899063,0.437071,0.025593,1.303417,-0.013454,0.320557,0.062958,-0.124861,-0.14449
598,1.581862,-0.445915,0.628227,0.902161,0.431284,0.009984,1.194976,-0.387053,0.336302,0.124344,0.013998,-0.275715
599,1.557412,-0.438693,0.603651,0.905227,0.424756,-0.012116,1.112483,-0.86961,0.40471,0.038285,-0.042402,-0.115859
